date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
08/09/2014,11,13,19,20,21,21,32,33,36,46,46,48,51,55,61,61,61,61,64,72,75,76,76,88,89,90,99
07/09/2014,4,18,27,28,30,36,37,38,39,41,41,43,48,49,50,54,56,58,65,68,70,70,75,85,89,92,95
06/09/2014,3,10,19,24,25,29,29,38,45,46,54,58,69,71,74,77,77,78,78,80,82,86,86,92,95,95,98
05/09/2014,5,6,20,30,31,31,33,40,44,44,46,46,48,51,58,61,65,66,69,73,74,76,76,77,96,97,98
04/09/2014,2,4,11,14,14,20,24,29,34,37,47,48,49,52,53,54,60,62,69,71,72,75,79,83,90,97,98
03/09/2014,1,11,11,12,12,19,20,20,28,33,34,37,39,42,44,44,50,52,54,59,59,61,69,92,93,98,99
02/09/2014,1,2,9,12,12,15,25,25,27,28,32,35,38,43,48,50,51,52,59,66,67,68,71,85,88,96,97
01/09/2014,4,6,9,15,15,17,18,26,29,31,38,41,42,45,50,52,53,55,70,71,81,83,89,96,96,97,98
31/08/2014,0,5,7,10,10,14,34,34,36,37,44,48,51,56,60,60,61,61,68,69,75,82,82,90,94,96,99
30/08/2014,1,4,12,27,28,28,34,46,48,48,48,49,50,54,55,58,59,60,61,71,72,77,79,83,92,96,98
29/08/2014,1,4,10,10,13,16,22,23,26,38,41,43,43,46,49,50,63,68,69,70,71,72,77,78,78,79,85
28/08/2014,0,3,7,9,10,12,14,14,18,19,20,29,38,45,47,50,58,60,61,69,69,72,79,86,88,92,98
27/08/2014,0,10,13,16,17,28,29,31,40,44,45,46,47,47,48,52,55,55,58,62,63,65,72,73,80,94,99
26/08/2014,2,3,6,6,6,9,13,20,23,25,31,35,40,47,51,61,64,70,72,75,75,81,82,85,85,92,95
25/08/2014,1,5,7,12,12,13,13,14,15,16,17,24,28,40,40,43,47,48,52,57,57,60,67,69,83,84,97
24/08/2014,2,6,8,9,12,13,24,29,36,38,38,40,44,48,50,54,55,66,72,72,76,77,80,80,80,82,88
23/08/2014,0,0,2,5,11,13,17,23,24,25,27,34,36,36,42,48,50,50,52,57,58,68,73,76,85,92,93
22/08/2014,0,5,6,9,11,18,19,23,26,31,33,34,37,38,43,51,55,60,60,67,67,68,72,73,88,89,94
21/08/2014,12,15,17,19,19,24,25,29,32,33,35,41,44,49,63,64,67,69,74,79,79,79,83,83,84,92,94
20/08/2014,5,15,16,19,19,20,27,30,30,31,34,37,45,46,48,55,58,64,64,66,69,70,74,75,87,92,92
19/08/2014,5,12,13,14,25,26,27,30,34,38,40,40,42,63,67,72,74,85,87,91,93,94,94,95,97,97,98
18/08/2014,1,4,6,8,9,9,11,19,28,37,50,64,70,70,74,79,81,81,84,85,89,90,94,98,98,98,99
17/08/2014,3,3,7,9,10,16,17,18,21,21,22,35,39,44,46,54,59,60,65,67,71,72,76,79,84,92,92
16/08/2014,3,9,11,12,16,18,32,33,36,37,40,46,47,50,62,68,69,72,74,74,78,81,85,86,87,91,99
15/08/2014,13,16,20,31,32,34,41,42,43,46,48,49,49,52,54,56,63,65,65,68,71,80,84,85,90,92,97
14/08/2014,2,2,2,3,7,8,14,18,19,30,31,38,44,49,54,54,55,60,62,64,65,66,67,70,75,92,93
13/08/2014,2,4,7,8,12,25,27,38,42,45,49,52,63,67,69,70,77,81,82,86,87,90,93,94,96,98,99
12/08/2014,6,7,7,8,17,18,28,29,29,30,30,31,34,41,42,43,52,57,61,62,70,77,85,90,96,99,99
11/08/2014,2,8,11,16,22,32,35,41,41,44,54,54,55,56,58,59,60,61,69,70,70,71,74,75,79,79,87
10/08/2014,5,6,7,8,10,13,23,24,27,31,31,45,48,50,51,52,61,62,64,71,72,74,75,78,83,89,91
09/08/2014,3,5,10,14,17,17,18,21,22,23,27,30,33,38,43,46,48,54,55,58,71,74,76,80,84,88,89
08/08/2014,5,12,15,17,19,27,29,34,39,44,45,46,50,53,54,56,57,59,62,69,70,71,86,88,92,93,93
07/08/2014,0,1,1,3,4,5,7,23,24,26,30,31,32,46,52,53,53,59,64,73,80,80,83,85,92,94,96
06/08/2014,2,4,4,5,7,32,33,34,35,37,45,47,47,62,65,65,66,68,68,68,78,79,83,86,94,97,99
05/08/2014,4,5,8,9,9,12,17,21,21,21,23,26,33,35,37,42,42,50,62,66,74,79,80,86,89,93,98
04/08/2014,3,4,5,6,9,17,22,25,29,31,39,39,40,56,65,66,66,66,71,72,76,77,78,78,80,84,92
03/08/2014,2,2,4,5,7,12,14,16,16,27,30,39,44,44,45,48,48,55,57,66,71,87,91,92,97,99,99
02/08/2014,4,4,7,8,11,17,18,21,22,23,24,29,31,31,33,34,34,35,41,45,48,49,62,68,69,72,90
01/08/2014,5,8,11,17,20,22,26,26,31,36,36,37,44,52,62,63,73,74,77,83,85,88,89,89,92,92,94
31/07/2014,4,8,11,14,16,20,21,23,28,28,28,33,36,38,45,47,53,58,61,70,71,79,81,82,94,98,98
30/07/2014,0,2,2,3,4,10,12,15,16,16,22,22,32,43,53,53,55,61,70,72,78,81,85,91,93,96,96
29/07/2014,4,5,16,19,27,28,28,33,40,48,53,60,62,62,62,68,71,73,73,78,81,82,83,83,85,86,92
28/07/2014,0,2,3,4,4,8,10,15,18,24,24,32,34,45,61,62,65,68,74,81,85,85,89,90,93,96,97
27/07/2014,1,5,9,12,19,22,28,29,34,37,38,39,43,55,56,57,58,61,63,71,73,82,84,89,90,92,93
26/07/2014,0,4,7,12,13,18,18,23,24,27,29,32,38,39,43,50,54,64,74,77,81,83,89,92,93,97,99
25/07/2014,2,15,19,20,25,35,36,40,54,60,61,61,63,67,71,72,72,76,77,80,82,90,91,94,95,95,99
24/07/2014,0,2,6,9,12,17,30,41,47,48,48,53,54,63,64,67,68,69,72,72,72,87,87,88,91,98,99
23/07/2014,0,0,5,6,21,29,35,40,41,43,47,49,51,56,57,58,60,61,64,71,74,76,86,89,89,93,98
22/07/2014,0,6,13,14,16,17,18,20,24,24,25,35,36,44,48,52,52,70,71,72,79,83,85,86,90,91,92
21/07/2014,2,6,12,16,33,35,42,45,47,50,50,52,56,59,61,62,62,63,65,76,77,77,78,86,88,88,92
20/07/2014,3,7,9,12,16,16,17,20,24,26,34,41,47,48,49,49,51,52,64,71,80,81,84,85,97,97,98
19/07/2014,2,13,14,19,26,33,34,35,35,36,36,37,41,42,50,59,60,61,63,74,77,80,87,87,88,98,98
18/07/2014,2,6,9,10,12,20,23,28,37,40,43,51,58,59,60,60,61,65,67,68,75,77,83,84,86,90,96
17/07/2014,0,3,9,16,18,28,30,31,33,36,51,51,60,60,61,62,63,65,66,69,73,75,79,79,80,81,89
16/07/2014,0,1,3,7,8,14,15,20,21,30,31,31,33,37,38,43,44,50,55,56,57,65,71,76,87,91,99
15/07/2014,9,11,13,20,20,20,25,34,44,45,48,49,49,54,59,62,62,70,73,73,74,81,86,95,96,97,99
14/07/2014,0,1,2,6,11,14,20,22,29,34,34,35,37,38,42,43,45,56,57,60,63,67,68,70,77,89,92
13/07/2014,1,3,6,7,15,23,30,31,34,34,37,42,43,45,49,50,53,62,62,63,71,73,82,83,90,96,99
12/07/2014,0,1,6,10,10,11,18,40,41,45,45,46,47,49,57,60,61,62,70,77,83,84,86,93,95,96,96
11/07/2014,1,4,9,17,25,25,28,30,38,40,45,52,57,58,60,64,65,65,67,67,68,68,70,71,78,79,99
10/07/2014,0,1,4,10,10,11,13,16,24,35,37,50,52,52,52,54,57,58,59,61,69,69,69,70,76,85,87
09/07/2014,9,14,16,18,21,24,26,34,34,42,42,50,52,60,63,64,72,76,78,81,84,86,91,97,97,99,99
08/07/2014,0,5,21,34,35,36,36,37,37,43,45,47,51,54,54,66,71,72,73,77,78,81,84,84,88,92,94
07/07/2014,0,0,1,3,5,9,12,20,22,29,33,40,42,50,51,54,55,59,65,69,79,84,86,87,90,90,95
06/07/2014,6,8,16,17,18,20,20,23,26,32,40,45,48,59,69,74,76,77,79,81,89,91,94,94,97,98,99
05/07/2014,9,13,15,20,21,24,28,31,34,34,35,38,38,40,41,42,52,63,65,72,74,79,80,85,88,93,95
04/07/2014,2,10,14,21,27,33,38,40,42,43,43,50,54,64,68,70,81,81,82,83,83,84,87,88,95,96,98
03/07/2014,1,4,7,11,13,19,22,25,26,28,30,31,38,43,44,52,65,69,73,76,76,82,87,90,90,96,99
02/07/2014,2,2,7,11,11,11,15,24,33,34,41,43,43,50,53,59,60,68,68,69,69,75,78,79,81,88,99
01/07/2014,13,15,15,19,19,22,23,28,32,33,34,35,35,42,47,51,58,60,72,73,82,82,83,84,87,89,95
30/06/2014,1,2,3,13,17,24,26,27,28,31,32,32,32,35,37,42,44,51,64,69,72,73,73,74,86,89,99
29/06/2014,6,6,18,19,24,31,32,37,38,41,42,43,46,46,47,48,55,61,62,63,72,73,78,90,92,96,97
28/06/2014,2,8,11,11,14,17,27,38,40,40,42,49,53,62,62,62,63,69,71,72,75,78,78,87,91,96,97
27/06/2014,19,22,23,36,40,41,41,44,54,54,58,60,63,63,67,73,76,83,83,85,88,90,92,93,96,99,99
26/06/2014,2,3,4,4,5,7,9,10,14,16,20,22,28,34,44,47,51,54,55,57,62,73,76,79,94,96,96
25/06/2014,10,17,19,20,23,23,25,28,29,29,29,35,41,50,53,54,56,57,64,65,65,66,66,80,80,85,92
24/06/2014,2,3,5,7,7,13,17,21,31,38,42,43,48,57,57,62,65,66,71,73,79,85,87,92,95,96,98
23/06/2014,6,10,12,13,20,32,36,41,42,43,44,45,47,55,60,62,67,70,70,74,80,81,82,82,90,94,99
22/06/2014,16,21,22,24,28,30,35,37,38,41,44,46,51,62,63,70,74,75,76,82,90,91,91,95,95,98,98
21/06/2014,9,12,28,33,34,40,41,51,51,51,52,54,62,62,64,68,75,76,76,83,86,94,95,96,97,97,98
20/06/2014,4,8,13,13,20,22,26,32,37,43,46,48,50,53,59,59,60,69,73,73,75,80,82,90,92,93,95
19/06/2014,3,5,8,20,23,25,26,29,29,40,44,47,52,53,53,54,55,59,63,65,67,70,72,81,90,93,94
18/06/2014,7,15,22,24,25,27,37,42,43,44,47,47,61,63,63,63,63,69,70,70,72,85,86,87,94,96,97
17/06/2014,0,1,2,4,6,7,9,18,21,22,23,27,39,43,45,63,72,74,74,74,76,80,81,83,90,93,98
16/06/2014,0,0,6,7,9,10,12,14,17,26,27,28,30,31,38,45,61,72,77,77,79,86,87,89,90,94,96
15/06/2014,3,9,10,11,11,13,15,21,21,23,24,27,29,30,30,39,40,41,44,48,48,65,66,76,80,88,94
14/06/2014,0,2,8,11,16,17,21,27,29,32,34,39,40,46,58,64,64,72,75,76,79,79,87,88,96,96,99
13/06/2014,4,9,14,14,15,17,25,26,26,29,34,35,39,41,45,63,69,76,82,85,86,87,87,89,89,90,98
12/06/2014,0,5,20,21,21,22,23,24,26,26,29,32,33,33,34,37,47,50,52,54,61,73,79,86,87,94,95
11/06/2014,5,9,11,16,26,31,32,32,35,40,46,46,46,49,51,53,56,57,65,68,73,75,79,82,91,92,94
10/06/2014,6,7,11,16,18,25,25,40,40,54,56,57,62,64,67,70,73,76,79,79,81,81,88,89,93,94,98
09/06/2014,3,11,15,15,16,16,23,28,28,29,30,35,46,47,50,55,58,60,60,70,70,72,75,87,91,93,96
08/06/2014,8,11,15,16,17,17,18,21,31,31,32,35,39,53,56,60,63,67,67,72,73,79,79,85,86,88,96
07/06/2014,7,8,10,13,15,18,19,24,33,39,39,41,45,46,49,53,56,62,62,64,65,68,82,86,86,87,90
06/06/2014,0,7,15,15,16,19,24,41,44,47,49,51,59,61,66,67,68,69,70,71,73,78,80,81,87,96,99
05/06/2014,1,8,9,11,18,20,24,28,29,37,37,44,44,45,46,48,49,53,69,75,76,76,77,78,79,87,98
04/06/2014,0,0,2,3,7,11,16,17,23,26,29,31,40,44,56,57,62,67,71,77,78,80,83,89,92,93,93
03/06/2014,6,9,12,14,17,25,27,31,38,39,42,44,47,49,55,57,63,66,72,72,75,78,86,86,93,98,99
02/06/2014,7,8,9,10,18,20,21,28,30,32,38,41,45,56,56,57,64,67,70,73,74,79,79,81,90,94,95
01/06/2014,1,3,3,3,5,14,21,22,27,33,33,33,38,39,39,47,56,57,58,68,68,70,77,84,86,87,89
31/05/2014,0,8,9,9,20,21,22,24,27,27,32,35,41,42,45,55,63,70,71,74,77,77,80,80,88,99,99
30/05/2014,1,4,4,6,9,11,21,22,23,28,30,32,40,42,47,50,59,61,63,64,71,79,82,84,88,91,94
29/05/2014,2,7,9,14,14,19,27,29,30,31,39,41,45,47,48,49,53,61,65,68,75,81,88,90,92,98,99
28/05/2014,3,8,9,10,19,23,24,27,31,33,36,43,51,51,52,55,64,64,71,73,92,93,93,94,96,97,99
27/05/2014,1,3,4,5,10,10,11,18,21,22,37,41,45,47,54,54,55,57,66,68,70,88,94,95,97,98,99
26/05/2014,4,9,11,12,22,24,26,29,30,33,34,36,37,45,47,51,53,56,59,64,68,71,80,91,91,92,95
25/05/2014,2,9,11,14,16,22,24,34,36,38,38,40,40,42,44,49,54,68,75,77,81,81,83,87,94,95,97
24/05/2014,0,3,9,20,20,38,40,52,54,54,61,62,65,66,70,73,76,76,82,83,88,92,92,93,95,95,99
23/05/2014,1,1,2,3,5,5,14,21,23,26,26,33,39,42,43,46,49,54,55,61,61,65,80,81,85,96,97
22/05/2014,2,7,13,13,18,21,21,24,29,40,43,47,52,54,56,59,64,67,77,80,87,89,90,92,94,95,96
21/05/2014,1,8,14,16,19,19,28,31,37,47,54,54,60,63,64,67,69,72,74,77,78,83,86,92,94,96,99
20/05/2014,0,0,0,9,10,15,16,19,20,21,34,41,41,50,51,52,52,54,57,57,62,74,78,81,81,88,99
19/05/2014,2,4,10,10,12,15,23,24,25,28,28,30,31,31,32,40,41,42,48,57,60,63,68,70,79,84,91
18/05/2014,0,6,10,17,24,26,28,38,39,40,47,57,59,61,61,66,67,69,70,72,79,85,87,89,90,97,98
17/05/2014,2,3,4,7,10,14,24,26,36,40,43,49,52,53,61,67,70,74,76,82,84,84,89,90,96,99,99
16/05/2014,1,2,3,6,9,18,30,34,36,37,37,38,41,53,53,55,67,68,68,75,76,77,79,81,82,86,93
15/05/2014,1,3,9,13,22,22,28,31,31,32,41,43,43,54,57,58,59,60,62,71,71,78,86,87,88,97,99
14/05/2014,0,2,2,4,5,11,18,31,34,39,41,45,49,51,51,55,80,81,82,86,87,87,88,88,89,94,96
13/05/2014,1,10,11,18,23,30,36,36,42,43,45,45,47,56,57,60,61,71,71,73,73,82,84,85,89,93,95
12/05/2014,3,5,7,15,18,20,25,26,27,29,38,39,40,47,48,58,62,65,65,72,72,73,75,78,85,93,96
11/05/2014,4,14,14,17,43,45,51,52,54,61,62,63,64,69,69,71,76,77,78,79,83,84,85,85,89,92,93
10/05/2014,4,10,15,21,21,26,35,36,39,39,40,42,44,54,54,65,70,71,71,72,74,75,76,84,93,97,98
09/05/2014,5,8,9,10,11,16,17,21,24,27,32,41,41,45,46,49,50,54,57,62,71,79,79,81,86,91,95
08/05/2014,8,14,17,17,24,27,31,32,43,44,50,50,52,52,55,58,58,60,68,69,74,83,85,85,88,92,96
07/05/2014,0,2,3,6,20,21,22,24,27,28,29,29,35,44,46,54,59,65,67,72,75,85,86,88,90,90,93
06/05/2014,0,1,12,14,14,16,19,21,35,37,44,48,50,57,69,69,74,74,75,76,78,79,79,79,91,93,94
05/05/2014,1,4,5,11,14,19,26,33,34,38,40,47,49,54,57,63,65,66,68,75,79,79,91,93,94,96,99
04/05/2014,2,9,11,13,15,17,18,23,29,30,36,39,42,44,51,51,61,63,65,67,73,79,81,82,89,91,93
03/05/2014,1,1,3,4,4,6,6,11,11,12,20,28,29,32,32,38,41,60,64,68,70,71,73,83,92,96,97
02/05/2014,1,9,9,16,19,19,20,23,23,28,32,35,37,37,39,39,42,48,52,52,58,67,81,85,86,98,98
01/05/2014,4,8,15,26,31,33,39,40,42,42,51,53,54,62,64,69,70,70,76,80,83,87,87,92,94,96,98
30/04/2014,8,9,10,13,19,20,21,24,26,29,35,38,40,41,42,43,52,58,63,64,68,75,83,86,87,88,92
29/04/2014,2,8,23,26,28,31,33,35,39,39,44,45,47,47,51,59,60,64,66,66,68,75,75,86,89,96,99
28/04/2014,3,4,6,8,11,11,24,37,40,49,51,52,54,54,57,58,60,65,71,72,76,78,83,88,88,92,97
27/04/2014,1,3,4,5,9,15,24,25,27,29,29,31,32,37,42,49,50,50,54,63,64,65,69,78,80,87,98
26/04/2014,0,2,7,8,11,16,17,28,30,31,39,40,42,45,47,49,52,52,59,61,61,61,62,73,75,84,85
25/04/2014,3,19,24,26,30,30,31,31,35,38,40,44,48,49,51,54,55,58,59,63,64,71,75,77,78,84,84
24/04/2014,6,10,12,12,19,19,28,33,33,44,47,49,53,56,63,69,69,73,75,76,80,81,82,84,93,96,97
23/04/2014,1,4,12,22,28,33,37,41,42,45,52,54,56,58,63,68,73,74,75,84,86,88,94,94,94,97,97
22/04/2014,1,3,5,6,14,16,17,22,22,22,28,34,35,35,45,55,56,58,58,58,61,63,66,73,81,87,97
21/04/2014,17,18,19,28,34,37,40,41,42,44,44,48,62,64,68,69,75,75,84,84,86,87,89,93,96,97,98
20/04/2014,5,8,9,9,11,12,21,26,38,40,44,52,54,63,65,67,68,83,84,84,86,88,88,97,98,99,99
19/04/2014,0,2,4,11,11,17,20,20,25,26,27,27,30,32,43,45,50,60,66,70,71,74,76,77,90,90,98
18/04/2014,3,7,10,14,27,27,32,36,48,48,49,52,52,56,60,62,66,71,78,78,79,79,88,97,98,98,99
17/04/2014,4,10,12,13,16,17,19,25,33,35,35,35,39,42,50,54,56,59,59,60,64,66,69,75,82,91,93
16/04/2014,2,3,6,8,15,16,19,20,21,21,25,30,41,47,48,49,50,50,52,53,56,58,60,77,79,84,85
15/04/2014,11,19,20,21,21,24,28,30,36,39,40,41,43,45,45,46,53,54,64,65,69,70,72,74,85,85,88
14/04/2014,3,3,23,26,27,29,29,34,35,36,43,58,61,61,62,62,64,68,69,69,73,74,76,85,86,93,94
13/04/2014,0,3,7,7,7,12,16,22,23,23,28,29,32,42,43,58,62,67,67,69,72,78,83,85,96,97,97
12/04/2014,10,12,25,27,27,31,34,35,35,38,42,43,44,47,53,53,56,63,68,68,70,73,78,80,80,88,90
11/04/2014,3,4,7,7,9,9,11,13,15,17,21,29,32,33,37,50,63,71,74,74,80,82,87,93,94,95,98
10/04/2014,3,4,9,10,19,20,29,29,29,31,34,36,39,40,45,52,54,55,55,61,74,79,79,79,87,89,98
09/04/2014,12,14,15,16,18,22,22,28,29,30,33,36,39,41,46,49,53,55,63,64,73,74,76,78,91,96,97
08/04/2014,1,4,7,12,14,21,21,22,29,29,34,35,35,36,36,40,44,56,59,63,66,72,72,82,84,85,88
07/04/2014,0,2,4,4,8,20,22,23,40,41,41,42,42,43,48,51,56,64,66,68,78,78,84,88,90,95,97
06/04/2014,3,6,8,9,14,19,24,25,26,27,30,33,34,48,51,52,62,67,69,69,75,76,79,93,98,98,99
05/04/2014,6,8,14,18,19,25,27,28,33,33,36,40,40,42,43,43,50,55,60,60,61,62,62,66,87,89,97
04/04/2014,1,2,5,11,14,21,25,31,39,40,40,43,44,48,54,80,84,86,87,88,89,91,92,93,95,96,99
03/04/2014,0,3,6,6,11,15,18,19,19,26,28,29,33,36,44,48,58,59,60,67,72,74,75,76,77,85,99
02/04/2014,10,13,26,26,28,32,34,39,43,43,44,55,56,58,58,67,68,73,73,79,82,83,87,89,92,95,99
01/04/2014,3,4,5,5,16,24,25,30,34,35,38,40,41,42,43,53,58,64,78,78,87,91,93,96,97,98,99
31/03/2014,0,3,10,10,14,17,17,18,20,21,27,28,39,42,54,54,63,67,72,74,74,74,74,84,92,94,96
30/03/2014,9,23,28,29,31,40,41,41,46,48,50,51,55,55,61,65,74,74,79,81,81,82,85,89,93,94,95
29/03/2014,0,3,4,8,10,11,13,20,22,28,37,40,41,46,52,58,60,65,70,72,75,76,76,78,81,88,88
28/03/2014,2,9,11,18,21,24,28,30,45,47,50,57,58,59,59,61,65,68,69,73,80,80,86,89,89,90,98
27/03/2014,1,1,4,11,24,27,29,30,33,35,35,37,39,41,45,49,53,61,65,66,68,68,73,76,77,78,99
26/03/2014,2,7,7,7,18,19,21,27,30,36,40,41,42,48,53,55,64,67,78,82,84,85,86,86,90,94,95
25/03/2014,1,2,7,11,13,23,23,28,30,30,36,38,40,43,45,49,54,58,62,66,74,75,76,83,84,84,88
24/03/2014,6,13,17,17,18,18,25,28,29,46,47,48,54,57,60,63,63,73,77,77,78,89,89,90,91,95,99
23/03/2014,1,4,11,17,19,23,34,35,35,36,37,42,47,52,55,56,57,79,79,85,89,91,92,94,96,96,97
22/03/2014,2,3,4,6,16,28,28,33,33,34,34,35,41,41,44,45,47,48,49,50,53,55,61,63,75,88,93
21/03/2014,1,6,6,6,10,13,14,16,31,31,33,35,35,36,40,41,45,53,55,57,63,67,72,80,86,90,97
20/03/2014,1,11,13,18,22,25,28,32,42,45,49,51,52,53,55,60,62,70,72,74,77,78,83,84,87,97,99
19/03/2014,0,5,6,12,17,20,22,29,31,32,33,38,44,51,51,54,58,63,68,70,72,76,86,88,97,98,98
18/03/2014,0,2,11,14,16,19,29,31,32,39,51,52,56,59,60,63,70,75,78,80,88,89,89,91,93,93,93
17/03/2014,0,2,2,3,5,11,12,14,15,17,18,23,23,27,28,32,37,41,41,43,62,70,71,80,85,86,94
16/03/2014,2,3,3,9,17,18,25,36,37,38,39,42,48,50,54,57,67,70,72,76,78,82,85,85,87,87,91
15/03/2014,4,4,6,9,11,25,26,37,40,41,45,48,48,54,54,56,56,57,65,67,73,74,76,85,87,98,98
14/03/2014,2,8,14,17,18,20,22,25,27,36,38,39,48,48,50,65,68,73,76,77,78,79,80,83,85,92,97
13/03/2014,0,8,9,9,15,15,17,30,32,34,45,46,47,51,52,52,57,58,66,68,69,72,78,84,90,93,99
12/03/2014,3,4,7,8,8,10,18,18,23,25,27,30,34,52,54,58,58,59,64,71,73,78,79,88,92,94,95
11/03/2014,0,4,5,10,10,11,12,14,17,22,25,30,37,39,43,44,61,73,74,74,75,80,86,89,90,92,93
10/03/2014,2,3,4,11,19,19,43,43,43,51,57,57,59,59,61,64,64,65,65,70,74,76,79,86,88,93,94
09/03/2014,8,10,12,13,17,17,19,21,23,25,25,27,37,40,45,46,49,61,63,64,65,69,70,81,82,83,95
08/03/2014,8,10,11,14,14,24,28,31,34,34,38,39,44,47,47,48,48,50,50,51,65,70,75,79,90,90,96
07/03/2014,3,8,14,20,21,26,32,35,36,39,48,55,56,57,57,61,63,66,70,72,75,77,79,82,86,90,98
06/03/2014,3,8,13,14,21,22,29,30,44,48,49,53,57,58,59,60,62,63,75,76,78,84,84,89,94,94,96
05/03/2014,5,8,8,10,12,14,15,15,16,17,21,37,37,40,43,43,47,48,52,54,64,70,70,74,82,82,84
04/03/2014,4,6,12,15,20,26,30,31,36,37,41,45,47,49,54,55,56,61,64,67,69,72,76,78,84,90,99
03/03/2014,1,9,12,13,17,17,19,23,24,30,33,33,37,38,39,42,55,57,69,77,79,87,87,88,91,93,98
02/03/2014,0,0,1,1,4,11,14,17,23,34,36,37,38,42,44,47,65,67,73,78,83,84,88,91,97,97,99
01/03/2014,0,1,6,7,11,15,21,22,22,23,35,35,36,45,49,52,53,58,64,65,82,83,87,91,94,95,96
28/02/2014,4,7,9,15,17,17,18,19,25,28,30,31,32,36,38,41,47,49,54,68,74,78,78,84,94,94,98
27/02/2014,4,12,16,17,29,29,38,47,48,49,53,54,54,58,59,62,62,65,67,70,70,73,75,81,86,92,97
26/02/2014,0,2,8,13,16,16,19,20,21,24,33,35,41,42,44,45,47,52,61,62,64,65,65,68,84,91,97
25/02/2014,0,6,8,10,16,16,19,20,20,21,33,38,42,43,43,47,51,51,54,65,65,67,70,78,90,92,92
24/02/2014,3,7,16,21,26,29,29,30,37,44,44,47,47,48,52,57,60,62,62,62,63,67,80,87,92,93,98
23/02/2014,5,5,12,12,14,16,19,22,36,38,43,45,45,48,54,54,54,56,69,73,78,80,80,84,84,84,93
22/02/2014,6,11,17,19,30,32,33,36,37,47,48,52,55,55,58,61,66,71,72,75,82,83,87,89,96,97,99
21/02/2014,5,7,15,20,21,23,31,38,41,45,48,48,53,54,63,70,73,74,76,76,79,82,83,83,88,89,92
20/02/2014,0,2,4,12,13,17,17,17,19,21,24,30,32,36,41,50,56,61,65,66,68,76,78,82,86,90,92
19/02/2014,3,5,6,10,12,16,18,30,35,44,45,46,47,54,64,64,66,74,74,75,82,82,83,84,92,97,98
18/02/2014,1,8,14,29,29,36,37,39,45,46,54,55,55,56,58,58,59,63,64,72,74,76,77,82,87,87,90
17/02/2014,3,5,10,10,14,14,14,16,22,24,26,28,32,32,36,39,42,45,47,47,71,73,73,76,92,96,98
16/02/2014,11,12,12,13,13,13,19,30,33,36,40,44,46,52,58,63,66,67,72,75,76,78,78,85,85,90,97
15/02/2014,5,9,9,9,15,19,32,36,41,43,50,50,51,52,62,62,66,67,67,68,73,77,80,83,85,95,96
14/02/2014,2,3,6,10,10,11,18,19,20,22,24,27,29,35,36,39,47,53,61,66,75,76,79,87,88,88,99
13/02/2014,0,2,4,8,8,10,22,23,23,24,26,26,28,33,52,58,59,62,63,69,78,80,84,88,94,96,96
12/02/2014,1,2,3,3,17,18,20,21,27,27,28,29,30,39,42,44,47,48,60,64,68,70,79,82,85,94,95
11/02/2014,0,1,5,9,9,13,15,16,17,21,23,24,26,32,32,32,37,39,47,54,57,58,59,60,70,90,99
10/02/2014,3,4,5,5,15,16,16,22,22,25,27,29,32,41,43,43,48,49,51,52,66,72,72,83,94,94,94
09/02/2014,0,2,3,5,5,7,16,17,21,24,26,28,32,33,35,42,45,48,49,50,53,60,62,74,79,82,91
08/02/2014,1,1,2,6,12,12,15,19,25,25,26,32,33,42,45,45,45,52,53,56,61,65,67,72,74,94,97
07/02/2014,7,9,14,15,17,18,23,27,33,34,34,35,47,48,52,56,65,65,66,68,72,73,81,84,87,96,97
06/02/2014,16,17,17,18,30,31,33,33,34,42,43,49,53,57,62,67,68,72,73,73,73,74,91,92,96,98,99
05/02/2014,3,3,9,10,10,13,26,27,29,29,31,32,34,35,40,44,52,57,62,66,71,74,83,85,90,95,97
04/02/2014,2,9,15,15,16,19,21,24,25,25,26,37,41,49,55,59,60,62,64,66,67,72,81,87,90,91,94
03/02/2014,2,2,12,12,15,16,22,23,25,29,36,38,39,47,55,61,66,68,70,75,75,81,81,86,93,96,98
29/01/2014,0,0,15,16,22,26,27,37,39,42,54,58,63,64,67,69,71,72,74,78,79,85,86,88,95,98,99
28/01/2014,2,6,7,9,14,17,23,25,28,29,33,36,40,42,44,50,55,55,55,62,78,80,82,83,94,95,98
27/01/2014,1,8,9,12,21,21,22,26,31,40,41,43,45,46,55,63,63,65,72,74,75,77,80,80,88,91,97
26/01/2014,2,11,13,16,17,19,24,43,45,50,51,57,58,59,62,62,63,66,72,73,75,75,80,82,84,86,89
25/01/2014,0,13,15,15,28,28,33,33,39,45,46,55,62,63,64,68,69,74,78,82,83,84,87,89,90,92,97
24/01/2014,1,6,6,11,11,13,22,25,26,29,34,36,37,42,44,44,51,56,59,66,67,71,73,76,77,92,95
23/01/2014,2,4,5,6,13,14,22,24,28,28,30,31,35,39,39,40,41,53,53,57,64,65,72,86,92,96,98
22/01/2014,9,11,12,15,18,21,31,38,39,43,46,47,48,51,56,57,58,64,67,67,69,71,75,78,82,90,91
21/01/2014,6,8,11,12,12,13,18,38,39,41,47,47,49,51,51,71,72,78,79,80,81,86,88,89,91,91,99
20/01/2014,3,7,12,12,25,26,27,28,36,37,38,38,44,53,60,61,71,71,75,76,79,82,87,91,93,96,98
